ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
167297,Haryana,Gurgaon,Locality_320,Villa,1,3269,208.62,0.06,2004,Semi-furnished,0,9,21,2,7,Medium,No,Yes,"Clubhouse, Gym, Playground",North,Owner,Under_Construction
167298,Maharashtra,Pune,Locality_52,Independent House,1,2865,258.15,0.09,2002,Unfurnished,17,16,23,9,9,Medium,No,Yes,Gym,North,Broker,Under_Construction
167299,Gujarat,Surat,Locality_426,Apartment,3,2716,320.6,0.12,1996,Furnished,12,12,29,4,3,Medium,Yes,No,"Gym, Garden, Pool, Clubhouse, Playground",North,Owner,Under_Construction
167300,Delhi,New Delhi,Locality_323,Villa,4,2584,311.59,0.12,2018,Semi-furnished,6,22,7,2,2,High,No,Yes,Playground,South,Builder,Under_Construction
167301,Haryana,Gurgaon,Locality_46,Apartment,2,3390,201.83,0.06,2018,Furnished,10,11,7,4,2,High,No,No,"Gym, Clubhouse, Garden, Playground",West,Broker,Under_Construction
167302,Punjab,Ludhiana,Locality_289,Independent House,5,1837,275.19,0.15,1992,Semi-furnished,26,27,33,4,7,Medium,No,No,"Gym, Pool, Playground, Garden, Clubhouse",East,Owner,Ready_to_Move
167303,Haryana,Gurgaon,Locality_320,Independent House,5,2697,175.94,0.07,2012,Furnished,6,10,13,7,6,Medium,No,No,"Garden, Pool, Clubhouse, Gym, Playground",South,Broker,Ready_to_Move
167304,Karnataka,Bangalore,Locality_73,Independent House,5,3343,393.66,0.12,2017,Semi-furnished,14,16,8,7,8,High,No,Yes,"Gym, Playground, Clubhouse, Garden",East,Builder,Under_Construction
167305,Rajasthan,Jaipur,Locality_118,Independent House,3,4431,366.85,0.08,1999,Semi-furnished,15,7,26,1,9,High,Yes,Yes,"Pool, Garden",North,Owner,Under_Construction
167306,Karnataka,Bangalore,Locality_151,Independent House,1,4821,221.78,0.05,2014,Unfurnished,7,14,11,1,5,Medium,No,No,Playground,West,Owner,Under_Construction
167307,Chhattisgarh,Bilaspur,Locality_440,Apartment,3,1805,373.04,0.21,1994,Semi-furnished,14,25,31,1,4,Low,No,No,"Pool, Garden, Clubhouse, Playground",North,Owner,Ready_to_Move
167308,Jharkhand,Jamshedpur,Locality_7,Villa,4,1179,148.44,0.13,1992,Unfurnished,17,16,33,4,9,Medium,Yes,Yes,"Pool, Clubhouse, Garden, Playground, Gym",West,Owner,Ready_to_Move
167309,West Bengal,Kolkata,Locality_49,Independent House,4,3775,400.76,0.11,2009,Unfurnished,27,23,16,10,7,Medium,Yes,No,"Clubhouse, Gym, Pool, Garden, Playground",East,Owner,Under_Construction
167310,Uttar Pradesh,Noida,Locality_466,Villa,4,2377,299.86,0.13,2002,Unfurnished,10,14,23,4,10,High,Yes,Yes,"Clubhouse, Playground, Gym, Pool",North,Broker,Ready_to_Move
167311,Rajasthan,Jodhpur,Locality_34,Independent House,2,3439,463.18,0.13,2009,Unfurnished,8,21,16,1,10,High,Yes,Yes,"Pool, Clubhouse, Gym, Garden",South,Owner,Ready_to_Move
167312,Tamil Nadu,Chennai,Locality_214,Villa,4,2475,381.15,0.15,1990,Furnished,29,16,35,9,3,Medium,Yes,Yes,"Playground, Gym, Pool, Garden",East,Broker,Ready_to_Move
167313,Uttarakhand,Haridwar,Locality_445,Independent House,1,2294,324.21,0.14,2014,Furnished,19,25,11,10,4,Low,Yes,Yes,"Clubhouse, Pool, Garden",East,Builder,Under_Construction
167314,Odisha,Bhubaneswar,Locality_304,Apartment,5,637,360.84,0.57,1996,Semi-furnished,16,29,29,3,8,Medium,No,No,"Gym, Pool, Clubhouse",South,Owner,Under_Construction
167315,Tamil Nadu,Chennai,Locality_78,Independent House,5,3621,242.79,0.07,2005,Furnished,18,6,20,4,6,High,Yes,Yes,"Playground, Pool, Clubhouse, Gym",West,Broker,Ready_to_Move
167316,Maharashtra,Pune,Locality_317,Villa,2,1645,97.63,0.06,2007,Semi-furnished,20,29,18,7,8,High,No,No,Playground,North,Broker,Under_Construction
167317,Madhya Pradesh,Bhopal,Locality_87,Apartment,5,1747,354.63,0.2,2022,Semi-furnished,29,27,3,10,3,Low,No,No,"Clubhouse, Garden, Pool",East,Broker,Ready_to_Move
167318,Delhi,New Delhi,Locality_12,Independent House,5,2597,74.88,0.03,1998,Semi-furnished,22,1,27,3,7,High,No,No,"Gym, Clubhouse",West,Broker,Under_Construction
167319,Maharashtra,Pune,Locality_336,Villa,3,3603,197.66,0.05,2010,Unfurnished,12,11,15,8,9,Low,Yes,Yes,"Pool, Garden, Playground, Gym",North,Owner,Under_Construction
167320,Chhattisgarh,Raipur,Locality_492,Apartment,3,2211,50.28,0.02,2016,Furnished,15,2,9,2,3,Medium,No,No,"Pool, Gym, Garden, Playground",North,Owner,Ready_to_Move
167321,Telangana,Warangal,Locality_274,Independent House,1,1548,180.3,0.12,1997,Furnished,4,30,28,9,7,Low,Yes,Yes,"Gym, Clubhouse, Garden, Pool, Playground",West,Owner,Under_Construction
167322,Maharashtra,Nagpur,Locality_352,Apartment,3,2595,176.81,0.07,1997,Semi-furnished,22,8,28,2,6,High,No,No,"Pool, Garden, Clubhouse",South,Broker,Ready_to_Move
167323,Uttar Pradesh,Noida,Locality_72,Villa,3,2236,31.48,0.01,2020,Semi-furnished,3,17,5,8,1,Medium,No,Yes,Playground,South,Builder,Under_Construction
167324,Rajasthan,Jodhpur,Locality_416,Apartment,3,2278,274.03,0.12,2019,Semi-furnished,24,28,6,5,2,Low,No,Yes,Garden,North,Owner,Ready_to_Move
167325,Tamil Nadu,Coimbatore,Locality_164,Villa,4,1316,277.26,0.21,2018,Furnished,21,28,7,8,8,Low,No,Yes,"Pool, Gym",South,Broker,Under_Construction
167326,Haryana,Gurgaon,Locality_459,Independent House,5,2374,378.58,0.16,2000,Furnished,22,18,25,8,7,Low,No,Yes,"Gym, Clubhouse, Playground, Pool, Garden",West,Builder,Ready_to_Move
167327,Odisha,Bhubaneswar,Locality_139,Apartment,2,1831,140.32,0.08,2008,Semi-furnished,27,23,17,8,4,Low,Yes,No,"Gym, Garden, Pool, Playground, Clubhouse",East,Broker,Ready_to_Move
167328,Punjab,Ludhiana,Locality_204,Villa,2,1227,394.49,0.32,2010,Unfurnished,15,5,15,7,2,Medium,No,No,"Playground, Gym, Garden",North,Broker,Under_Construction
167329,Assam,Silchar,Locality_348,Villa,5,757,375.81,0.5,2017,Semi-furnished,8,18,8,2,6,Low,Yes,No,"Pool, Garden, Playground, Gym",East,Builder,Under_Construction
167330,Gujarat,Ahmedabad,Locality_287,Independent House,3,1548,357.24,0.23,1993,Semi-furnished,14,22,32,2,10,Medium,Yes,Yes,"Clubhouse, Pool",South,Builder,Ready_to_Move
167331,Chhattisgarh,Bilaspur,Locality_332,Apartment,2,1777,21.56,0.01,2013,Semi-furnished,10,14,12,2,9,Medium,No,Yes,"Garden, Gym, Pool, Clubhouse, Playground",North,Owner,Ready_to_Move
167332,Maharashtra,Pune,Locality_230,Villa,4,1430,287.85,0.2,1994,Semi-furnished,23,29,31,7,7,Low,No,Yes,"Garden, Gym",North,Owner,Ready_to_Move
167333,Tamil Nadu,Chennai,Locality_498,Apartment,4,4520,309.78,0.07,1999,Semi-furnished,2,10,26,7,3,High,Yes,Yes,"Gym, Playground",South,Builder,Under_Construction
167334,Maharashtra,Mumbai,Locality_72,Independent House,1,2962,105.41,0.04,2001,Unfurnished,19,21,24,4,7,High,No,No,Pool,North,Broker,Under_Construction
167335,Haryana,Faridabad,Locality_266,Apartment,5,2690,352.48,0.13,1992,Unfurnished,10,25,33,9,8,High,Yes,No,"Gym, Garden",North,Broker,Ready_to_Move
167336,Haryana,Gurgaon,Locality_205,Independent House,3,641,283.52,0.44,2003,Semi-furnished,24,11,22,10,10,Low,No,Yes,"Clubhouse, Pool, Garden",East,Broker,Ready_to_Move
167337,Punjab,Amritsar,Locality_77,Independent House,2,3094,297.69,0.1,2022,Furnished,0,5,3,8,10,High,No,Yes,"Playground, Pool, Clubhouse, Gym, Garden",North,Broker,Under_Construction
167338,Punjab,Ludhiana,Locality_420,Villa,3,2627,11.66,0.0,1996,Furnished,18,13,29,6,7,High,Yes,No,"Gym, Garden, Clubhouse",North,Builder,Ready_to_Move
167339,Punjab,Amritsar,Locality_500,Independent House,4,4046,420.02,0.1,2019,Furnished,18,12,6,7,3,Medium,Yes,No,Clubhouse,South,Owner,Under_Construction
167340,Odisha,Cuttack,Locality_26,Independent House,1,916,363.4,0.4,2010,Semi-furnished,29,5,15,1,9,High,No,No,"Playground, Clubhouse, Gym, Pool",North,Broker,Ready_to_Move
167341,Tamil Nadu,Coimbatore,Locality_257,Apartment,2,1588,329.88,0.21,1996,Unfurnished,8,22,29,2,4,Low,Yes,Yes,Garden,West,Builder,Ready_to_Move
167342,Bihar,Patna,Locality_175,Apartment,1,2740,481.56,0.18,1991,Unfurnished,14,16,34,6,5,Medium,No,Yes,"Gym, Garden, Pool, Clubhouse",East,Builder,Ready_to_Move
167343,Tamil Nadu,Chennai,Locality_309,Independent House,4,3541,403.99,0.11,2007,Unfurnished,9,22,18,5,4,High,Yes,No,"Playground, Garden, Gym, Pool, Clubhouse",North,Builder,Ready_to_Move
167344,Punjab,Amritsar,Locality_152,Villa,1,2880,55.0,0.02,2015,Unfurnished,27,4,10,7,8,Low,Yes,No,"Playground, Garden, Gym, Pool",West,Builder,Under_Construction
167345,Bihar,Patna,Locality_434,Independent House,3,1451,91.96,0.06,2010,Semi-furnished,6,7,15,1,8,Medium,No,No,"Pool, Garden",East,Builder,Under_Construction
167346,Punjab,Amritsar,Locality_385,Independent House,3,576,188.62,0.33,1994,Furnished,28,29,31,5,4,Low,Yes,No,"Clubhouse, Pool, Playground",East,Owner,Under_Construction
167347,West Bengal,Kolkata,Locality_169,Villa,2,2272,333.4,0.15,1994,Unfurnished,12,14,31,2,5,Low,No,No,"Gym, Garden, Pool, Clubhouse",East,Broker,Ready_to_Move
167348,Andhra Pradesh,Vijayawada,Locality_177,Villa,1,3192,348.61,0.11,2017,Furnished,28,17,8,4,8,High,No,No,"Gym, Clubhouse",North,Builder,Ready_to_Move
167349,Madhya Pradesh,Bhopal,Locality_272,Independent House,5,2708,13.94,0.01,2010,Unfurnished,8,8,15,2,2,Low,No,Yes,"Clubhouse, Pool, Playground",East,Builder,Under_Construction
167350,Andhra Pradesh,Vijayawada,Locality_491,Villa,5,3989,127.57,0.03,2023,Furnished,12,8,2,7,10,Low,No,Yes,"Gym, Pool, Playground, Clubhouse",West,Broker,Under_Construction
167351,Karnataka,Bangalore,Locality_201,Villa,3,1530,168.29,0.11,1997,Furnished,24,4,28,2,9,Low,No,No,"Playground, Pool, Garden",East,Builder,Ready_to_Move
167352,Chhattisgarh,Raipur,Locality_274,Villa,2,3688,305.37,0.08,2013,Furnished,15,28,12,9,9,High,Yes,Yes,Gym,North,Builder,Ready_to_Move
167353,Maharashtra,Nagpur,Locality_302,Independent House,4,1738,432.08,0.25,2010,Furnished,2,24,15,10,1,Medium,No,No,"Playground, Gym, Garden, Clubhouse, Pool",South,Builder,Ready_to_Move
167354,Karnataka,Mysore,Locality_363,Apartment,3,1771,27.94,0.02,2015,Furnished,0,6,10,3,10,Low,Yes,Yes,"Gym, Clubhouse, Pool",West,Owner,Ready_to_Move
167355,Jharkhand,Ranchi,Locality_119,Villa,1,2984,334.41,0.11,2005,Furnished,2,30,20,6,3,High,Yes,No,"Pool, Playground, Gym",South,Broker,Ready_to_Move
167356,Delhi,New Delhi,Locality_166,Villa,5,4292,46.94,0.01,1991,Unfurnished,22,22,34,2,10,Low,No,No,"Pool, Playground, Garden, Clubhouse",North,Owner,Ready_to_Move
167357,Uttarakhand,Haridwar,Locality_189,Independent House,3,1966,262.33,0.13,2023,Furnished,0,2,2,2,3,High,No,No,"Pool, Gym, Playground, Clubhouse",East,Builder,Under_Construction
167358,Rajasthan,Jodhpur,Locality_200,Independent House,5,2157,57.47,0.03,2005,Furnished,0,7,20,1,5,Low,Yes,No,Pool,West,Builder,Ready_to_Move
167359,Odisha,Cuttack,Locality_101,Apartment,1,4629,329.5,0.07,2023,Furnished,9,2,2,3,4,Low,No,Yes,Garden,North,Owner,Under_Construction
167360,Gujarat,Surat,Locality_416,Independent House,4,1923,475.53,0.25,2022,Unfurnished,29,14,3,9,5,High,Yes,Yes,"Playground, Gym, Garden",East,Broker,Under_Construction
167361,Madhya Pradesh,Indore,Locality_25,Independent House,5,2501,336.08,0.13,2016,Furnished,18,18,9,9,3,Low,Yes,Yes,"Garden, Pool, Clubhouse",East,Builder,Under_Construction
167362,Telangana,Hyderabad,Locality_1,Villa,2,754,135.44,0.18,1991,Semi-furnished,22,4,34,5,10,High,Yes,Yes,Clubhouse,South,Owner,Under_Construction
167363,Punjab,Amritsar,Locality_461,Villa,1,1769,196.5,0.11,1999,Unfurnished,24,16,26,9,7,Low,Yes,No,Pool,South,Broker,Ready_to_Move
167364,Chhattisgarh,Raipur,Locality_422,Villa,2,4744,113.68,0.02,2011,Unfurnished,19,3,14,10,7,Medium,No,No,"Pool, Gym",East,Owner,Ready_to_Move
167365,Delhi,New Delhi,Locality_243,Villa,5,4875,237.48,0.05,1994,Furnished,22,10,31,9,5,Low,Yes,No,"Playground, Gym",South,Builder,Under_Construction
167366,Rajasthan,Jodhpur,Locality_373,Apartment,5,4300,212.69,0.05,1996,Semi-furnished,9,18,29,3,10,Medium,Yes,Yes,Pool,South,Owner,Ready_to_Move
167367,Telangana,Hyderabad,Locality_36,Independent House,4,824,214.75,0.26,2006,Unfurnished,5,16,19,4,9,Medium,No,No,"Playground, Clubhouse, Pool, Garden",North,Broker,Under_Construction
167368,Uttarakhand,Dehradun,Locality_352,Independent House,4,1752,220.79,0.13,2009,Furnished,6,15,16,8,9,High,Yes,No,"Pool, Garden, Gym, Clubhouse",West,Builder,Under_Construction
167369,Odisha,Bhubaneswar,Locality_40,Villa,2,1296,317.83,0.25,2016,Furnished,22,4,9,7,3,High,Yes,No,"Garden, Pool, Clubhouse, Gym, Playground",North,Broker,Ready_to_Move
167370,Telangana,Warangal,Locality_398,Independent House,2,2150,285.36,0.13,2000,Unfurnished,1,12,25,2,9,Low,No,Yes,"Playground, Garden, Gym, Clubhouse, Pool",East,Broker,Ready_to_Move
167371,Karnataka,Bangalore,Locality_73,Villa,1,3629,419.59,0.12,2005,Semi-furnished,24,27,20,1,8,Medium,Yes,Yes,"Pool, Clubhouse",West,Builder,Under_Construction
167372,Gujarat,Surat,Locality_22,Villa,3,1570,197.93,0.13,2020,Furnished,9,21,5,10,2,High,Yes,Yes,Clubhouse,North,Owner,Ready_to_Move
167373,Madhya Pradesh,Bhopal,Locality_115,Apartment,2,2402,436.27,0.18,2006,Unfurnished,27,27,19,1,2,High,No,Yes,"Clubhouse, Playground",East,Builder,Ready_to_Move
167374,Kerala,Trivandrum,Locality_448,Apartment,3,1341,491.97,0.37,1999,Unfurnished,13,17,26,1,6,Low,No,Yes,"Garden, Clubhouse",West,Builder,Under_Construction
167375,Telangana,Hyderabad,Locality_207,Independent House,5,3306,205.99,0.06,1990,Unfurnished,13,7,35,9,10,High,Yes,Yes,"Garden, Playground, Gym, Clubhouse, Pool",South,Builder,Ready_to_Move
167376,Maharashtra,Mumbai,Locality_491,Independent House,2,3173,467.15,0.15,2019,Furnished,13,6,6,5,3,Low,No,No,"Pool, Gym, Clubhouse, Garden",West,Owner,Ready_to_Move
167377,Punjab,Amritsar,Locality_118,Villa,2,1848,49.1,0.03,1993,Unfurnished,9,2,32,5,4,Medium,No,Yes,Gym,North,Owner,Under_Construction
167378,Delhi,Dwarka,Locality_396,Villa,3,4683,316.29,0.07,2021,Semi-furnished,24,11,4,6,5,Low,Yes,Yes,Garden,West,Builder,Under_Construction
167379,Karnataka,Mysore,Locality_211,Villa,2,1226,323.57,0.26,2020,Semi-furnished,11,22,5,4,6,Medium,No,Yes,"Gym, Playground",West,Broker,Under_Construction
167380,Tamil Nadu,Chennai,Locality_218,Independent House,1,2578,313.64,0.12,1994,Unfurnished,17,13,31,10,2,Medium,Yes,No,"Playground, Garden",South,Builder,Under_Construction
167381,Gujarat,Surat,Locality_233,Independent House,5,3016,136.74,0.05,2010,Semi-furnished,23,5,15,6,3,Medium,Yes,No,"Clubhouse, Garden, Playground",North,Owner,Under_Construction
167382,Bihar,Patna,Locality_104,Independent House,3,1092,80.83,0.07,2022,Semi-furnished,2,3,3,3,3,High,No,Yes,Clubhouse,West,Broker,Ready_to_Move
167383,Odisha,Bhubaneswar,Locality_310,Villa,3,1099,386.96,0.35,1991,Furnished,16,8,34,4,5,Low,No,No,Gym,East,Owner,Under_Construction
167384,Bihar,Gaya,Locality_182,Villa,2,3677,272.23,0.07,2011,Semi-furnished,23,29,14,7,2,Low,No,No,"Clubhouse, Garden, Playground",North,Owner,Ready_to_Move
167385,Odisha,Bhubaneswar,Locality_444,Independent House,4,3568,20.75,0.01,2023,Furnished,22,12,2,6,4,High,No,No,Pool,East,Builder,Under_Construction
167386,Gujarat,Ahmedabad,Locality_130,Independent House,3,4625,34.48,0.01,2000,Semi-furnished,10,19,25,4,9,Medium,No,No,"Clubhouse, Pool, Playground, Gym",East,Broker,Under_Construction
167387,Uttarakhand,Haridwar,Locality_95,Independent House,5,3911,20.51,0.01,2014,Semi-furnished,24,19,11,4,5,Low,No,No,"Pool, Clubhouse",South,Owner,Under_Construction
167388,Andhra Pradesh,Vijayawada,Locality_425,Independent House,3,1171,142.98,0.12,1990,Furnished,23,12,35,1,4,Low,No,No,"Playground, Clubhouse",North,Builder,Under_Construction
167389,Rajasthan,Jaipur,Locality_171,Apartment,1,3608,208.44,0.06,2005,Unfurnished,5,22,20,1,6,Medium,Yes,Yes,"Playground, Garden, Gym",North,Owner,Under_Construction
167390,Bihar,Gaya,Locality_11,Independent House,2,544,387.81,0.71,2016,Semi-furnished,15,6,9,5,8,Low,No,Yes,"Gym, Clubhouse, Playground, Garden",East,Builder,Ready_to_Move
167391,Delhi,New Delhi,Locality_350,Independent House,4,573,262.96,0.46,2015,Furnished,24,23,10,7,3,High,Yes,Yes,"Garden, Pool, Clubhouse, Playground, Gym",East,Owner,Ready_to_Move
167392,Andhra Pradesh,Vishakhapatnam,Locality_347,Apartment,4,2853,381.07,0.13,2009,Semi-furnished,14,2,16,5,8,Low,No,No,"Playground, Garden, Clubhouse, Pool",East,Owner,Ready_to_Move
167393,West Bengal,Durgapur,Locality_371,Villa,3,3365,381.82,0.11,2008,Semi-furnished,10,3,17,10,3,High,No,Yes,"Gym, Pool, Playground, Garden, Clubhouse",East,Broker,Ready_to_Move
167394,Jharkhand,Ranchi,Locality_268,Villa,3,1147,218.9,0.19,2016,Semi-furnished,0,1,9,1,3,Low,No,No,"Playground, Clubhouse, Gym, Garden",West,Builder,Ready_to_Move
167395,Jharkhand,Jamshedpur,Locality_198,Apartment,2,3832,257.68,0.07,2017,Semi-furnished,19,17,8,10,1,Low,Yes,Yes,"Garden, Gym",South,Owner,Ready_to_Move
167396,Andhra Pradesh,Vijayawada,Locality_380,Apartment,4,1739,245.13,0.14,1994,Unfurnished,10,16,31,6,2,High,Yes,Yes,"Clubhouse, Gym, Playground, Pool",North,Builder,Under_Construction
167397,Uttarakhand,Haridwar,Locality_494,Independent House,3,1527,82.79,0.05,2015,Unfurnished,0,30,10,7,8,High,Yes,No,"Playground, Pool",West,Builder,Ready_to_Move
167398,Bihar,Gaya,Locality_279,Villa,3,1914,369.15,0.19,2002,Furnished,14,18,23,5,8,Medium,No,Yes,"Pool, Playground, Gym, Clubhouse, Garden",West,Builder,Ready_to_Move
167399,Gujarat,Ahmedabad,Locality_269,Apartment,2,944,444.47,0.47,1994,Furnished,14,13,31,10,8,High,No,Yes,Clubhouse,West,Builder,Under_Construction
167400,Kerala,Trivandrum,Locality_27,Apartment,4,4130,216.55,0.05,2015,Furnished,20,23,10,1,3,Medium,Yes,Yes,"Gym, Playground, Garden, Pool",West,Owner,Under_Construction
167401,Bihar,Patna,Locality_1,Independent House,1,2297,101.52,0.04,2018,Semi-furnished,28,28,7,10,9,Medium,No,Yes,"Pool, Clubhouse, Gym",East,Broker,Under_Construction
167402,Uttar Pradesh,Lucknow,Locality_334,Independent House,3,1970,314.41,0.16,2017,Semi-furnished,21,6,8,6,2,High,No,Yes,"Pool, Gym, Playground, Clubhouse, Garden",North,Broker,Ready_to_Move
167403,Haryana,Faridabad,Locality_115,Independent House,4,4379,351.04,0.08,2020,Unfurnished,18,15,5,8,5,High,No,Yes,"Pool, Gym, Playground, Garden, Clubhouse",East,Broker,Under_Construction
167404,Tamil Nadu,Chennai,Locality_491,Apartment,3,2685,38.29,0.01,1998,Furnished,2,16,27,4,2,Low,No,Yes,"Garden, Pool, Clubhouse, Gym, Playground",South,Owner,Under_Construction
167405,Chhattisgarh,Bilaspur,Locality_259,Villa,4,4769,43.07,0.01,2009,Unfurnished,9,5,16,9,8,High,No,No,Clubhouse,West,Broker,Ready_to_Move
167406,Kerala,Trivandrum,Locality_51,Villa,5,4402,51.21,0.01,2011,Semi-furnished,16,29,14,9,10,Low,Yes,No,"Garden, Clubhouse, Pool",North,Builder,Under_Construction
167407,Maharashtra,Nagpur,Locality_96,Independent House,4,2142,455.76,0.21,2008,Semi-furnished,27,1,17,6,8,Low,No,Yes,Garden,North,Broker,Under_Construction
167408,Bihar,Gaya,Locality_234,Independent House,3,4554,439.51,0.1,2005,Unfurnished,19,27,20,7,4,Low,No,No,"Pool, Garden, Clubhouse, Gym",West,Owner,Ready_to_Move
167409,Odisha,Cuttack,Locality_82,Independent House,4,4810,278.47,0.06,2021,Semi-furnished,3,8,4,6,5,High,No,Yes,"Gym, Playground",West,Builder,Ready_to_Move
167410,West Bengal,Kolkata,Locality_359,Apartment,2,2580,280.82,0.11,1998,Semi-furnished,11,26,27,1,8,High,Yes,No,"Playground, Garden, Pool, Gym",North,Owner,Ready_to_Move
167411,Telangana,Hyderabad,Locality_476,Independent House,3,4869,213.73,0.04,2005,Unfurnished,26,15,20,2,8,High,Yes,No,"Garden, Pool, Clubhouse",South,Broker,Ready_to_Move
167412,Odisha,Cuttack,Locality_470,Villa,1,1003,371.66,0.37,2020,Unfurnished,20,1,5,8,10,Low,No,Yes,Pool,East,Owner,Ready_to_Move
167413,Tamil Nadu,Coimbatore,Locality_280,Independent House,4,2834,469.65,0.17,1998,Furnished,16,2,27,10,1,Low,Yes,Yes,"Garden, Pool, Playground, Gym",North,Owner,Under_Construction
167414,Delhi,New Delhi,Locality_178,Apartment,5,3804,359.01,0.09,1995,Unfurnished,16,23,30,6,1,High,Yes,Yes,"Pool, Clubhouse, Playground",North,Broker,Under_Construction
167415,Assam,Guwahati,Locality_336,Apartment,4,4558,202.03,0.04,1993,Unfurnished,13,19,32,7,7,High,No,Yes,"Garden, Pool",North,Owner,Under_Construction
167416,Punjab,Amritsar,Locality_179,Villa,3,1058,348.31,0.33,2020,Unfurnished,6,10,5,4,4,Low,No,Yes,"Clubhouse, Gym, Pool",North,Broker,Ready_to_Move
167417,Andhra Pradesh,Vijayawada,Locality_38,Independent House,5,4501,320.17,0.07,1995,Furnished,10,7,30,9,2,High,No,Yes,"Pool, Clubhouse, Playground, Gym, Garden",West,Broker,Under_Construction
167418,Karnataka,Mangalore,Locality_467,Independent House,4,3256,28.92,0.01,1992,Semi-furnished,23,8,33,6,5,Low,No,Yes,"Gym, Pool",East,Builder,Ready_to_Move
167419,Madhya Pradesh,Indore,Locality_253,Villa,3,3969,141.79,0.04,2016,Unfurnished,26,4,9,4,3,Medium,Yes,Yes,"Garden, Pool",North,Owner,Ready_to_Move
167420,Odisha,Cuttack,Locality_266,Villa,2,4140,223.45,0.05,2011,Furnished,18,10,14,4,4,Low,Yes,Yes,"Gym, Garden, Clubhouse, Pool, Playground",West,Builder,Under_Construction
167421,Telangana,Warangal,Locality_496,Apartment,2,920,259.45,0.28,2017,Unfurnished,20,14,8,4,7,Medium,Yes,No,"Garden, Pool, Playground",North,Broker,Ready_to_Move
167422,Uttar Pradesh,Lucknow,Locality_453,Independent House,2,2774,87.24,0.03,2003,Semi-furnished,26,22,22,6,7,Medium,Yes,Yes,"Garden, Playground, Pool, Gym, Clubhouse",East,Broker,Ready_to_Move
167423,Haryana,Gurgaon,Locality_491,Villa,2,4319,337.39,0.08,1995,Furnished,3,12,30,8,9,High,Yes,No,"Gym, Playground, Garden, Pool, Clubhouse",West,Owner,Ready_to_Move
167424,Odisha,Bhubaneswar,Locality_130,Villa,3,4786,39.17,0.01,2001,Furnished,28,8,24,10,1,Low,No,No,"Pool, Playground, Gym, Garden",East,Builder,Under_Construction
167425,Punjab,Amritsar,Locality_315,Apartment,4,2053,427.09,0.21,2012,Furnished,30,30,13,5,9,High,No,No,"Pool, Playground, Garden, Clubhouse, Gym",East,Builder,Ready_to_Move
167426,Uttarakhand,Haridwar,Locality_321,Apartment,4,613,127.94,0.21,2009,Semi-furnished,20,7,16,6,7,Medium,Yes,No,"Gym, Garden, Pool, Playground, Clubhouse",South,Owner,Ready_to_Move
167427,Maharashtra,Nagpur,Locality_271,Apartment,5,2857,273.14,0.1,2003,Unfurnished,5,24,22,9,9,Medium,Yes,Yes,"Playground, Pool, Garden, Gym, Clubhouse",East,Broker,Ready_to_Move
